"plantID","accession","plantnum_experiment","parent_experiment","Parent1","Parent2","treatment","experiment","meta.experiment","facility"
11357,"SALK_047963C","10-I-1",NA,8297,8297,"control","1a2","1","COFC-GC2"
11358,"SALK_047963C","14-G-1",NA,8297,8297,"control","1a2","1","COFC-GC3"
11359,"SALK_047963C","21-D-3",NA,8297,8297,"control","1a2","1","COFC-GC4"
11360,"SALK_047992C","3-J-6",NA,8298,8298,"control","1a2","1","BC-GC5"
11361,"SALK_047992C","9-H-2",NA,8298,8298,"control","1a2","1","BC-GC6"
11362,"SALK_047992C","1-E-3",NA,8298,8298,"control","1a2","1","COFC-GC1"
11363,"SALK_047992C","10-J-4",NA,8298,8298,"control","1a2","1","COFC-GC2"
11364,"SALK_047992C","13-L-4",NA,8298,8298,"control","1a2","1","COFC-GC3"
11365,"SALK_047992C","21-L-2",NA,8298,8298,"control","1a2","1","COFC-GC4"
11366,"SALK_047994C","3-B-1",NA,8299,8299,"control","1a2","1","BC-GC5"
11367,"SALK_047994C","9-C-5",NA,8299,8299,"control","1a2","1","BC-GC6"
11368,"SALK_047994C","5-I-5",NA,8299,8299,"control","1a2","1","COFC-GC1"
11369,"SALK_047994C","8-E-5",NA,8299,8299,"control","1a2","1","COFC-GC2"
11370,"SALK_047994C","14-K-2",NA,8299,8299,"control","1a2","1","COFC-GC3"
11371,"SALK_047994C","20-E-1",NA,8299,8299,"control","1a2","1","COFC-GC4"
11372,"SALK_048007C","3-K-4",NA,8300,8300,"control","1a2","1","BC-GC5"
11373,"SALK_048007C","9-H-4",NA,8300,8300,"control","1a2","1","BC-GC6"
11374,"SALK_048007C","5-B-3",NA,8300,8300,"control","1a2","1","COFC-GC1"
11375,"SALK_048007C","10-A-3",NA,8300,8300,"control","1a2","1","COFC-GC2"
11376,"SALK_048007C","18-F-3",NA,8300,8300,"control","1a2","1","COFC-GC3"
11377,"SALK_048007C","23-K-3",NA,8300,8300,"control","1a2","1","COFC-GC4"
11378,"SALK_048014C","3-B-2",NA,8301,8301,"control","1a2","1","BC-GC5"
11379,"SALK_048014C","9-A-6",NA,8301,8301,"control","1a2","1","BC-GC6"
11380,"SALK_048014C","5-I-2",NA,8301,8301,"control","1a2","1","COFC-GC1"
11381,"SALK_048014C","8-I-1",NA,8301,8301,"control","1a2","1","COFC-GC2"
11382,"SALK_048014C","14-I-4",NA,8301,8301,"control","1a2","1","COFC-GC3"
11383,"SALK_048014C","23-L-2",NA,8301,8301,"control","1a2","1","COFC-GC4"
11384,"SALK_048026C","3-D-6",NA,8302,8302,"control","1a2","1","BC-GC5"
11385,"SALK_048026C","9-J-5",NA,8302,8302,"control","1a2","1","BC-GC6"
11386,"SALK_048026C","4-J-1",NA,8302,8302,"control","1a2","1","COFC-GC1"
11387,"SALK_048026C","7-H-2",NA,8302,8302,"control","1a2","1","COFC-GC2"
11388,"SALK_048026C","16-L-4",NA,8302,8302,"control","1a2","1","COFC-GC3"
11389,"SALK_048026C","21-B-5",NA,8302,8302,"control","1a2","1","COFC-GC4"
11390,"SALK_048138C","3-L-3",NA,8304,8304,"control","1a2","1","BC-GC5"
11391,"SALK_048138C","9-L-1",NA,8304,8304,"control","1a2","1","BC-GC6"
11392,"SALK_048138C","5-B-2",NA,8304,8304,"control","1a2","1","COFC-GC1"
11393,"SALK_048138C","8-J-1",NA,8304,8304,"control","1a2","1","COFC-GC2"
11394,"SALK_048138C","16-H-3",NA,8304,8304,"control","1a2","1","COFC-GC3"
11395,"SALK_048138C","24-E-2",NA,8304,8304,"control","1a2","1","COFC-GC4"
11396,"SALK_048145C","3-H-2",NA,8305,8305,"control","1a2","1","BC-GC5"
11397,"SALK_048145C","9-I-1",NA,8305,8305,"control","1a2","1","BC-GC6"
11398,"SALK_048145C","3-A-5",NA,8305,8305,"control","1a2","1","COFC-GC1"
11399,"SALK_048145C","10-D-3",NA,8305,8305,"control","1a2","1","COFC-GC2"
11400,"SALK_048145C","18-L-4",NA,8305,8305,"control","1a2","1","COFC-GC3"
11401,"SALK_048145C","22-E-4",NA,8305,8305,"control","1a2","1","COFC-GC4"
11402,"SALK_048159C","3-L-2",NA,8306,8306,"control","1a2","1","BC-GC5"
11403,"SALK_048159C","9-J-4",NA,8306,8306,"control","1a2","1","BC-GC6"
11404,"SALK_048159C","1-F-5",NA,8306,8306,"control","1a2","1","COFC-GC1"
11405,"SALK_048159C","10-G-3",NA,8306,8306,"control","1a2","1","COFC-GC2"
11406,"SALK_048159C","15-A-5",NA,8306,8306,"control","1a2","1","COFC-GC3"
11407,"SALK_048159C","22-K-1",NA,8306,8306,"control","1a2","1","COFC-GC4"
11408,"SALK_048182C","3-G-2",NA,8309,8309,"control","1a2","1","BC-GC5"
11409,"SALK_048182C","9-H-5",NA,8309,8309,"control","1a2","1","BC-GC6"
11410,"SALK_048182C","4-I-5",NA,8309,8309,"control","1a2","1","COFC-GC1"
11411,"SALK_048182C","10-G-2",NA,8309,8309,"control","1a2","1","COFC-GC2"
11412,"SALK_048182C","14-H-4",NA,8309,8309,"control","1a2","1","COFC-GC3"
11413,"SALK_048182C","20-I-2",NA,8309,8309,"control","1a2","1","COFC-GC4"
11414,"SALK_048207C","3-J-5",NA,8310,8310,"control","1a2","1","BC-GC5"
11415,"SALK_048207C","9-J-6",NA,8310,8310,"control","1a2","1","BC-GC6"
11416,"SALK_048207C","2-L-2",NA,8310,8310,"control","1a2","1","COFC-GC1"
11417,"SALK_048207C","7-L-3",NA,8310,8310,"control","1a2","1","COFC-GC2"
11418,"SALK_048207C","18-I-6",NA,8310,8310,"control","1a2","1","COFC-GC3"
11419,"SALK_048207C","21-E-2",NA,8310,8310,"control","1a2","1","COFC-GC4"
11420,"SALK_048240C","3-F-2",NA,8311,8311,"control","1a2","1","BC-GC5"
11421,"SALK_048240C","9-L-2",NA,8311,8311,"control","1a2","1","BC-GC6"
11422,"SALK_048240C","1-A-1",NA,8311,8311,"control","1a2","1","COFC-GC1"
11423,"SALK_048240C","9-L-4",NA,8311,8311,"control","1a2","1","COFC-GC2"
11424,"SALK_048240C","13-E-4",NA,8311,8311,"control","1a2","1","COFC-GC3"
11425,"SALK_048240C","22-H-4",NA,8311,8311,"control","1a2","1","COFC-GC4"
11426,"SALK_048245C","3-A-6",NA,8311,8311,"control","1a2","1","BC-GC5"
11427,"SALK_048245C","9-F-1",NA,8311,8311,"control","1a2","1","BC-GC6"
11428,"SALK_048245C","4-L-3",NA,8311,8311,"control","1a2","1","COFC-GC1"
11429,"SALK_048245C","9-A-6",NA,8311,8311,"control","1a2","1","COFC-GC2"
11430,"SALK_048245C","17-D-6",NA,8311,8311,"control","1a2","1","COFC-GC3"
11431,"SALK_048245C","22-E-2",NA,8311,8311,"control","1a2","1","COFC-GC4"
11432,"SALK_048257C","3-F-4",NA,8314,8314,"control","1a2","1","BC-GC5"
11433,"SALK_048257C","9-J-3",NA,8314,8314,"control","1a2","1","BC-GC6"
11434,"SALK_048257C","1-H-4",NA,8314,8314,"control","1a2","1","COFC-GC1"
11435,"SALK_048257C","9-F-1",NA,8314,8314,"control","1a2","1","COFC-GC2"
11436,"SALK_048257C","14-F-1",NA,8314,8314,"control","1a2","1","COFC-GC3"
11437,"SALK_048257C","22-C-2",NA,8314,8314,"control","1a2","1","COFC-GC4"
11438,"SALK_048276C","3-D-5",NA,8316,8316,"control","1a2","1","BC-GC5"
11439,"SALK_048276C","9-E-4",NA,8316,8316,"control","1a2","1","BC-GC6"
11440,"SALK_048276C","5-B-6",NA,8316,8316,"control","1a2","1","COFC-GC1"
11441,"SALK_048276C","11-G-1",NA,8316,8316,"control","1a2","1","COFC-GC2"
11442,"SALK_048276C","17-H-1",NA,8316,8316,"control","1a2","1","COFC-GC3"
11443,"SALK_048276C","23-A-1",NA,8316,8316,"control","1a2","1","COFC-GC4"
11444,"SALK_048383C","3-E-4",NA,8318,8318,"control","1a2","1","BC-GC5"
11445,"SALK_048383C","9-D-2",NA,8318,8318,"control","1a2","1","BC-GC6"
11446,"SALK_048383C","3-L-6",NA,8318,8318,"control","1a2","1","COFC-GC1"
11447,"SALK_048383C","11-J-1",NA,8318,8318,"control","1a2","1","COFC-GC2"
11448,"SALK_048383C","15-F-6",NA,8318,8318,"control","1a2","1","COFC-GC3"
11449,"SALK_048383C","21-H-6",NA,8318,8318,"control","1a2","1","COFC-GC4"
11450,"SALK_048402C","3-H-5",NA,8319,8319,"control","1a2","1","BC-GC5"
11451,"SALK_048402C","9-A-2",NA,8319,8319,"control","1a2","1","BC-GC6"
11452,"SALK_048402C","5-H-4",NA,8319,8319,"control","1a2","1","COFC-GC1"
11453,"SALK_048402C","12-D-2",NA,8319,8319,"control","1a2","1","COFC-GC2"
11454,"SALK_048402C","14-B-3",NA,8319,8319,"control","1a2","1","COFC-GC3"
11455,"SALK_048402C","20-D-4",NA,8319,8319,"control","1a2","1","COFC-GC4"
11456,"SALK_048444C","3-F-6",NA,8322,8322,"control","1a2","1","BC-GC5"
11457,"SALK_048444C","9-E-6",NA,8322,8322,"control","1a2","1","BC-GC6"
11458,"SALK_048444C","4-J-5",NA,8322,8322,"control","1a2","1","COFC-GC1"
11459,"SALK_048444C","9-K-5",NA,8322,8322,"control","1a2","1","COFC-GC2"
11460,"SALK_048444C","18-L-1",NA,8322,8322,"control","1a2","1","COFC-GC3"
11461,"SALK_048444C","19-K-5",NA,8322,8322,"control","1a2","1","COFC-GC4"
11462,"SALK_048448C","3-I-4",NA,8323,8323,"control","1a2","1","BC-GC5"
11463,"SALK_048448C","9-A-5",NA,8323,8323,"control","1a2","1","BC-GC6"
11464,"SALK_048448C","3-D-2",NA,8323,8323,"control","1a2","1","COFC-GC1"
11465,"SALK_048448C","9-K-2",NA,8323,8323,"control","1a2","1","COFC-GC2"
11466,"SALK_048448C","14-C-3",NA,8323,8323,"control","1a2","1","COFC-GC3"
11467,"SALK_048448C","19-E-5",NA,8323,8323,"control","1a2","1","COFC-GC4"
11468,"SALK_048461C","3-F-5",NA,8324,8324,"control","1a2","1","BC-GC5"
11469,"SALK_048461C","9-G-6",NA,8324,8324,"control","1a2","1","BC-GC6"
11470,"SALK_048461C","5-K-2",NA,8324,8324,"control","1a2","1","COFC-GC1"
11471,"SALK_048461C","9-L-3",NA,8324,8324,"control","1a2","1","COFC-GC2"
11472,"SALK_048461C","15-C-4",NA,8324,8324,"control","1a2","1","COFC-GC3"
11473,"SALK_048461C","20-K-6",NA,8324,8324,"control","1a2","1","COFC-GC4"
11474,"SALK_048465C","3-F-1",NA,8325,8325,"control","1a2","1","BC-GC5"
11475,"SALK_048465C","9-B-6",NA,8325,8325,"control","1a2","1","BC-GC6"
11476,"SALK_048465C","1-E-2",NA,8325,8325,"control","1a2","1","COFC-GC1"
11477,"SALK_048465C","7-B-6",NA,8325,8325,"control","1a2","1","COFC-GC2"
11478,"SALK_048465C","13-A-3",NA,8325,8325,"control","1a2","1","COFC-GC3"
11479,"SALK_048465C","22-L-6",NA,8325,8325,"control","1a2","1","COFC-GC4"
11480,"SALK_048476C","3-C-6",NA,8327,8327,"control","1a2","1","BC-GC5"
11481,"SALK_048476C","9-D-5",NA,8327,8327,"control","1a2","1","BC-GC6"
11482,"SALK_048476C","5-D-2",NA,8327,8327,"control","1a2","1","COFC-GC1"
11483,"SALK_048476C","8-E-6",NA,8327,8327,"control","1a2","1","COFC-GC2"
11484,"SALK_048476C","17-I-5",NA,8327,8327,"control","1a2","1","COFC-GC3"
11485,"SALK_048476C","21-J-3",NA,8327,8327,"control","1a2","1","COFC-GC4"
11486,"SALK_048619C","3-H-4",NA,8330,8330,"control","1a2","1","BC-GC5"
11487,"SALK_048619C","9-C-1",NA,8330,8330,"control","1a2","1","BC-GC6"
11488,"SALK_048619C","2-A-5",NA,8330,8330,"control","1a2","1","COFC-GC1"
11489,"SALK_048619C","9-A-2",NA,8330,8330,"control","1a2","1","COFC-GC2"
11490,"SALK_048619C","17-I-3",NA,8330,8330,"control","1a2","1","COFC-GC3"
11491,"SALK_048619C","19-G-3",NA,8330,8330,"control","1a2","1","COFC-GC4"
11492,"SALK_048634C","3-H-3",NA,8332,8332,"control","1a2","1","BC-GC5"
11493,"SALK_048634C","9-L-4",NA,8332,8332,"control","1a2","1","BC-GC6"
11494,"SALK_048634C","3-K-4",NA,8332,8332,"control","1a2","1","COFC-GC1"
11495,"SALK_048634C","12-D-6",NA,8332,8332,"control","1a2","1","COFC-GC2"
11496,"SALK_048634C","17-L-2",NA,8332,8332,"control","1a2","1","COFC-GC3"
11497,"SALK_048634C","24-A-5",NA,8332,8332,"control","1a2","1","COFC-GC4"
11498,"SALK_048642C","3-I-1",NA,8333,8333,"control","1a2","1","BC-GC5"
11499,"SALK_048642C","9-G-3",NA,8333,8333,"control","1a2","1","BC-GC6"
11500,"SALK_048642C","3-I-5",NA,8333,8333,"control","1a2","1","COFC-GC1"
11501,"SALK_048642C","7-D-2",NA,8333,8333,"control","1a2","1","COFC-GC2"
11502,"SALK_048642C","14-K-5",NA,8333,8333,"control","1a2","1","COFC-GC3"
11503,"SALK_048642C","23-E-3",NA,8333,8333,"control","1a2","1","COFC-GC4"
11504,"SALK_048767C","3-K-6",NA,8335,8335,"control","1a2","1","BC-GC5"
11505,"SALK_048767C","9-E-5",NA,8335,8335,"control","1a2","1","BC-GC6"
11506,"SALK_048767C","3-G-4",NA,8335,8335,"control","1a2","1","COFC-GC1"
11507,"SALK_048767C","9-J-3",NA,8335,8335,"control","1a2","1","COFC-GC2"
11508,"SALK_048767C","23-A-4",NA,8335,8335,"control","1a2","1","COFC-GC4"
11509,"SALK_048780C","3-K-5",NA,8337,8337,"control","1a2","1","BC-GC5"
11510,"SALK_048780C","9-I-2",NA,8337,8337,"control","1a2","1","BC-GC6"
11511,"SALK_048780C","2-C-4",NA,8337,8337,"control","1a2","1","COFC-GC1"
11512,"SALK_048780C","12-G-6",NA,8337,8337,"control","1a2","1","COFC-GC2"
11513,"SALK_048780C","18-G-6",NA,8337,8337,"control","1a2","1","COFC-GC3"
11514,"SALK_048780C","24-K-5",NA,8337,8337,"control","1a2","1","COFC-GC4"
11515,"SALK_048845C","3-D-1",NA,8339,8339,"control","1a2","1","BC-GC5"
11516,"SALK_048845C","9-I-5",NA,8339,8339,"control","1a2","1","BC-GC6"
11517,"SALK_048845C","3-C-1",NA,8339,8339,"control","1a2","1","COFC-GC1"
11518,"SALK_048845C","7-I-3",NA,8339,8339,"control","1a2","1","COFC-GC2"
11519,"SALK_048845C","18-D-5",NA,8339,8339,"control","1a2","1","COFC-GC3"
11520,"SALK_048845C","21-K-1",NA,8339,8339,"control","1a2","1","COFC-GC4"
11521,"SALK_048848C","3-B-6",NA,8340,8340,"control","1a2","1","BC-GC5"
11522,"SALK_048848C","9-F-2",NA,8340,8340,"control","1a2","1","BC-GC6"
11523,"SALK_048848C","3-C-6",NA,8340,8340,"control","1a2","1","COFC-GC1"
11524,"SALK_048848C","7-F-2",NA,8340,8340,"control","1a2","1","COFC-GC2"
11525,"SALK_048848C","13-E-5",NA,8340,8340,"control","1a2","1","COFC-GC3"
11526,"SALK_048848C","23-E-1",NA,8340,8340,"control","1a2","1","COFC-GC4"
11527,"SALK_048855C","3-L-6",NA,8341,8341,"control","1a2","1","BC-GC5"
11528,"SALK_048855C","9-F-6",NA,8341,8341,"control","1a2","1","BC-GC6"
11529,"SALK_048855C","2-F-6",NA,8341,8341,"control","1a2","1","COFC-GC1"
11530,"SALK_048855C","7-L-4",NA,8341,8341,"control","1a2","1","COFC-GC2"
11531,"SALK_048855C","13-C-5",NA,8341,8341,"control","1a2","1","COFC-GC3"
11532,"SALK_048855C","21-F-5",NA,8341,8341,"control","1a2","1","COFC-GC4"
11533,"SALK_048881C","3-A-4",NA,8342,8342,"control","1a2","1","BC-GC5"
11534,"SALK_048881C","9-E-1",NA,8342,8342,"control","1a2","1","BC-GC6"
11535,"SALK_048881C","2-H-5",NA,8342,8342,"control","1a2","1","COFC-GC1"
11536,"SALK_048881C","10-K-3",NA,8342,8342,"control","1a2","1","COFC-GC2"
11537,"SALK_048881C","15-B-6",NA,8342,8342,"control","1a2","1","COFC-GC3"
11538,"SALK_048881C","19-A-6",NA,8342,8342,"control","1a2","1","COFC-GC4"
11539,"SALK_048898C","3-F-3",NA,8343,8343,"control","1a2","1","BC-GC5"
11540,"SALK_048898C","9-C-3",NA,8343,8343,"control","1a2","1","BC-GC6"
11541,"SALK_048898C","3-E-4",NA,8343,8343,"control","1a2","1","COFC-GC1"
11542,"SALK_048898C","9-I-3",NA,8343,8343,"control","1a2","1","COFC-GC2"
11543,"SALK_048898C","17-A-1",NA,8343,8343,"control","1a2","1","COFC-GC3"
11544,"SALK_048898C","20-G-4",NA,8343,8343,"control","1a2","1","COFC-GC4"
11545,"SALK_048918C","3-E-5",NA,8344,8344,"control","1a2","1","BC-GC5"
11546,"SALK_048918C","9-B-2",NA,8344,8344,"control","1a2","1","BC-GC6"
11547,"SALK_048918C","3-K-5",NA,8344,8344,"control","1a2","1","COFC-GC1"
11548,"SALK_048918C","9-B-4",NA,8344,8344,"control","1a2","1","COFC-GC2"
11549,"SALK_048918C","14-B-4",NA,8344,8344,"control","1a2","1","COFC-GC3"
11550,"SALK_048918C","21-C-6",NA,8344,8344,"control","1a2","1","COFC-GC4"
11551,"SALK_048924C","3-D-2",NA,8345,8345,"control","1a2","1","BC-GC5"
11552,"SALK_048924C","9-A-4",NA,8345,8345,"control","1a2","1","BC-GC6"
11553,"SALK_048924C","1-G-3",NA,8345,8345,"control","1a2","1","COFC-GC1"
11554,"SALK_048924C","7-I-4",NA,8345,8345,"control","1a2","1","COFC-GC2"
11555,"SALK_048924C","14-J-1",NA,8345,8345,"control","1a2","1","COFC-GC3"
11556,"SALK_048924C","21-D-5",NA,8345,8345,"control","1a2","1","COFC-GC4"
11557,"SALK_048952C","3-G-4",NA,8347,8347,"control","1a2","1","BC-GC5"
11558,"SALK_048952C","3-I-2",NA,6411,6411,"control","1a2","1","BC-GC5"
11559,"SALK_048952C","9-B-1",NA,6411,6411,"control","1a2","1","BC-GC6"
11560,"SALK_048952C","9-K-2",NA,8347,8347,"control","1a2","1","BC-GC6"
11561,"SALK_048952C","4-J-4",NA,8347,8347,"control","1a2","1","COFC-GC1"
11562,"SALK_048952C","5-K-6",NA,6411,6411,"control","1a2","1","COFC-GC1"
11563,"SALK_048952C","8-E-1",NA,8347,8347,"control","1a2","1","COFC-GC2"
11564,"SALK_048952C","9-D-2",NA,6411,6411,"control","1a2","1","COFC-GC2"
11565,"SALK_048952C","17-I-6",NA,8347,8347,"control","1a2","1","COFC-GC3"
11566,"SALK_048952C","17-K-5",NA,6411,6411,"control","1a2","1","COFC-GC3"
11567,"SALK_048952C","19-A-1",NA,8347,8347,"control","1a2","1","COFC-GC4"
11568,"SALK_048952C","20-J-5",NA,6411,6411,"control","1a2","1","COFC-GC4"
11569,"SALK_048957C","3-A-1",NA,8348,8348,"control","1a2","1","BC-GC5"
11570,"SALK_048957C","9-K-3",NA,8348,8348,"control","1a2","1","BC-GC6"
11571,"SALK_048957C","1-J-3",NA,8348,8348,"control","1a2","1","COFC-GC1"
11572,"SALK_048957C","9-B-3",NA,8348,8348,"control","1a2","1","COFC-GC2"
11573,"SALK_048957C","14-L-5",NA,8348,8348,"control","1a2","1","COFC-GC3"
11574,"SALK_048957C","23-J-1",NA,8348,8348,"control","1a2","1","COFC-GC4"
11575,"SALK_048970C","3-G-1",NA,8350,8350,"control","1a2","1","BC-GC5"
11576,"SALK_048970C","9-D-3",NA,8350,8350,"control","1a2","1","BC-GC6"
11577,"SALK_048970C","4-F-5",NA,8350,8350,"control","1a2","1","COFC-GC1"
11578,"SALK_048970C","11-B-3",NA,8350,8350,"control","1a2","1","COFC-GC2"
11579,"SALK_048970C","15-H-6",NA,8350,8350,"control","1a2","1","COFC-GC3"
11580,"SALK_048970C","23-K-2",NA,8350,8350,"control","1a2","1","COFC-GC4"
11581,"SALK_048987C","3-B-3",NA,8352,8352,"control","1a2","1","BC-GC5"
11582,"SALK_048987C","9-H-1",NA,8352,8352,"control","1a2","1","BC-GC6"
11583,"SALK_048987C","2-D-6",NA,8352,8352,"control","1a2","1","COFC-GC1"
11584,"SALK_048987C","8-D-3",NA,8352,8352,"control","1a2","1","COFC-GC2"
11585,"SALK_048987C","16-E-1",NA,8352,8352,"control","1a2","1","COFC-GC3"
11586,"SALK_048987C","20-L-3",NA,8352,8352,"control","1a2","1","COFC-GC4"
11587,"SALK_049022C","3-C-1",NA,8353,8353,"control","1a2","1","BC-GC5"
11588,"SALK_049022C","9-H-3",NA,8353,8353,"control","1a2","1","BC-GC6"
11589,"SALK_049022C","4-B-6",NA,8353,8353,"control","1a2","1","COFC-GC1"
11590,"SALK_049022C","7-E-3",NA,8353,8353,"control","1a2","1","COFC-GC2"
11591,"SALK_049022C","14-F-4",NA,8353,8353,"control","1a2","1","COFC-GC3"
11592,"SALK_049022C","19-C-5",NA,8353,8353,"control","1a2","1","COFC-GC4"
11593,"SALK_049079C","3-C-2",NA,8354,8354,"control","1a2","1","BC-GC5"
11594,"SALK_049079C","9-G-1",NA,8354,8354,"control","1a2","1","BC-GC6"
11595,"SALK_049079C","5-L-1",NA,8354,8354,"control","1a2","1","COFC-GC1"
11596,"SALK_049079C","10-D-5",NA,8354,8354,"control","1a2","1","COFC-GC2"
11597,"SALK_049079C","17-J-3",NA,8354,8354,"control","1a2","1","COFC-GC3"
11598,"SALK_049079C","22-C-4",NA,8354,8354,"control","1a2","1","COFC-GC4"
11599,"SALK_049089C","3-H-6",NA,8355,8355,"control","1a2","1","BC-GC5"
11600,"SALK_049089C","9-L-6",NA,8355,8355,"control","1a2","1","BC-GC6"
11601,"SALK_049089C","1-J-6",NA,8355,8355,"control","1a2","1","COFC-GC1"
11602,"SALK_049089C","9-A-5",NA,8355,8355,"control","1a2","1","COFC-GC2"
11603,"SALK_049089C","18-F-5",NA,8355,8355,"control","1a2","1","COFC-GC3"
11604,"SALK_049089C","22-G-4",NA,8355,8355,"control","1a2","1","COFC-GC4"
11605,"SALK_049092C","3-C-3",NA,8356,8356,"control","1a2","1","BC-GC5"
11606,"SALK_049092C","9-E-3",NA,8356,8356,"control","1a2","1","BC-GC6"
11607,"SALK_049092C","5-G-5",NA,8356,8356,"control","1a2","1","COFC-GC1"
11608,"SALK_049092C","12-H-2",NA,8356,8356,"control","1a2","1","COFC-GC2"
11609,"SALK_049092C","17-J-2",NA,8356,8356,"control","1a2","1","COFC-GC3"
11610,"SALK_049092C","24-D-6",NA,8356,8356,"control","1a2","1","COFC-GC4"
11611,"SALK_049114C","3-C-5",NA,8357,8357,"control","1a2","1","BC-GC5"
11612,"SALK_049114C","9-L-3",NA,8357,8357,"control","1a2","1","BC-GC6"
11613,"SALK_049114C","6-G-5",NA,8357,8357,"control","1a2","1","COFC-GC1"
11614,"SALK_049114C","7-G-3",NA,8357,8357,"control","1a2","1","COFC-GC2"
11615,"SALK_049114C","14-B-2",NA,8357,8357,"control","1a2","1","COFC-GC3"
11616,"SALK_049114C","20-L-2",NA,8357,8357,"control","1a2","1","COFC-GC4"
11617,"SALK_049220C","3-J-1",NA,8359,8359,"control","1a2","1","BC-GC5"
11618,"SALK_049220C","9-A-3",NA,8359,8359,"control","1a2","1","BC-GC6"
11619,"SALK_049220C","4-F-3",NA,8359,8359,"control","1a2","1","COFC-GC1"
11620,"SALK_049220C","7-J-1",NA,8359,8359,"control","1a2","1","COFC-GC2"
11621,"SALK_049220C","13-G-5",NA,8359,8359,"control","1a2","1","COFC-GC3"
11622,"SALK_049220C","20-K-2",NA,8359,8359,"control","1a2","1","COFC-GC4"
11623,"SALK_049229C","3-B-4",NA,8360,8360,"control","1a2","1","BC-GC5"
11624,"SALK_049229C","9-J-2",NA,8360,8360,"control","1a2","1","BC-GC6"
11625,"SALK_049229C","1-K-4",NA,8360,8360,"control","1a2","1","COFC-GC1"
11626,"SALK_049229C","10-I-5",NA,8360,8360,"control","1a2","1","COFC-GC2"
11627,"SALK_049229C","17-G-2",NA,8360,8360,"control","1a2","1","COFC-GC3"
11628,"SALK_049229C","21-E-5",NA,8360,8360,"control","1a2","1","COFC-GC4"
11629,"SALK_049244C","3-A-2",NA,8361,8361,"control","1a2","1","BC-GC5"
11630,"SALK_049244C","9-A-1",NA,8361,8361,"control","1a2","1","BC-GC6"
11631,"SALK_049244C","3-B-4",NA,8361,8361,"control","1a2","1","COFC-GC1"
11632,"SALK_049244C","11-D-2",NA,8361,8361,"control","1a2","1","COFC-GC2"
11633,"SALK_049244C","13-F-1",NA,8361,8361,"control","1a2","1","COFC-GC3"
11634,"SALK_049244C","22-G-1",NA,8361,8361,"control","1a2","1","COFC-GC4"
11635,"SALK_049248C","3-K-2",NA,8362,8362,"control","1a2","1","BC-GC5"
11636,"SALK_049248C","9-K-1",NA,8362,8362,"control","1a2","1","BC-GC6"
11637,"SALK_049248C","1-A-6",NA,8362,8362,"control","1a2","1","COFC-GC1"
11638,"SALK_049248C","7-L-1",NA,8362,8362,"control","1a2","1","COFC-GC2"
11639,"SALK_049248C","18-B-5",NA,8362,8362,"control","1a2","1","COFC-GC3"
11640,"SALK_049248C","20-L-1",NA,8362,8362,"control","1a2","1","COFC-GC4"
11641,"SALK_049342C","3-D-4",NA,8365,8365,"control","1a2","1","BC-GC5"
11642,"SALK_049342C","9-K-5",NA,8365,8365,"control","1a2","1","BC-GC6"
11643,"SALK_049342C","1-H-6",NA,8365,8365,"control","1a2","1","COFC-GC1"
11644,"SALK_049342C","11-A-4",NA,8365,8365,"control","1a2","1","COFC-GC2"
11645,"SALK_049342C","15-L-5",NA,8365,8365,"control","1a2","1","COFC-GC3"
11646,"SALK_049342C","20-G-6",NA,8365,8365,"control","1a2","1","COFC-GC4"
11647,"SALK_049409C","3-E-6",NA,8369,8369,"control","1a2","1","BC-GC5"
11648,"SALK_049409C","9-I-3",NA,8369,8369,"control","1a2","1","BC-GC6"
11649,"SALK_049409C","1-K-5",NA,8369,8369,"control","1a2","1","COFC-GC1"
11650,"SALK_049409C","9-H-2",NA,8369,8369,"control","1a2","1","COFC-GC2"
11651,"SALK_049409C","16-C-5",NA,8369,8369,"control","1a2","1","COFC-GC3"
11652,"SALK_049409C","21-G-1",NA,8369,8369,"control","1a2","1","COFC-GC4"
11653,"SALK_049436C","3-C-4",NA,8370,8370,"control","1a2","1","BC-GC5"
11654,"SALK_049436C","9-G-2",NA,8370,8370,"control","1a2","1","BC-GC6"
11655,"SALK_049436C","1-J-4",NA,8370,8370,"control","1a2","1","COFC-GC1"
11656,"SALK_049436C","8-G-2",NA,8370,8370,"control","1a2","1","COFC-GC2"
11657,"SALK_049436C","17-B-6",NA,8370,8370,"control","1a2","1","COFC-GC3"
11658,"SALK_049436C","24-D-2",NA,8370,8370,"control","1a2","1","COFC-GC4"
11659,"SALK_049449C","3-H-1",NA,8372,8372,"control","1a2","1","BC-GC5"
11660,"SALK_049449C","9-F-3",NA,8372,8372,"control","1a2","1","BC-GC6"
11661,"SALK_049449C","3-G-1",NA,8372,8372,"control","1a2","1","COFC-GC1"
11662,"SALK_049449C","7-C-6",NA,8372,8372,"control","1a2","1","COFC-GC2"
11663,"SALK_049449C","17-G-4",NA,8372,8372,"control","1a2","1","COFC-GC3"
